Category,Subcategory,Item Name,ItemID,Catalog ID,Contract ID,contract total value,contract start date,contract end date,contract term,PurchaseID,User Name,UserID,Supplier Name,SupplierID,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Country,Contact Number,Email,Rating,Avg Delivery Time,Lead Time,Reliability Score,Description,Specifications
Power Backup,Generator,Pulsar PG2300iS,I171,,CNT012,1909537.06,7/2/2024,7/2/2027,3 years,PO1762,Andrew Parrish,US131,Clark-Roberts,SUP111,6/15/2024,6/22/2024,18,148.84,2679.12,CC190,GL20040,USD,Janice Johnston,100000,98618.14,Production,Employee,Germany,+49 2606446484,clark-roberts@gmail.com,4.78,9,12,3.9,"The Pulsar PG2300iS is a compact inverter generator with 2300 starting watts and 1800 running watts, designed for portability and quiet operation.","Specs: 80 cc engine, 6-hour run time, 47 lbs, inverter technology."
HVAC Systems,Air Conditioning Unit,Mitsubishi Electric MFZ-KJ09NA,I227,,CNT014,300260.16,7/2/2024,7/2/2025,1 years,PO1763,Matthew Willis,US185,Roberts-Ferguson,SUP113,3/30/2024,4/13/2024,7,293.55,2054.85,CC164,GL20014,USD,April Snyder,1500000,1499452.04,Finance,Procurement Manager,Australia,+61 4783872417,roberts-ferguson@gmail.com,4.74,5,9,1.32,The Mitsubishi Electric MFZ-KJ09NA is a floor-mounted air conditioning unit with high efficiency and advanced filtration.,"Specs: 9,000 BTU, 24.6 SEER, HEPA air filter, quiet operation."
Scanning Devices,Barcode Scanner,Eyoyo Mini Wireless Scanner,I200,,CNT005,230112.09,7/2/2024,7/2/2026,2 years,PO1764,Sue Fleming,US117,"Campbell, Murphy and Olson",SUP104,4/13/2024,5/9/2024,18,117.66,2117.88,CC169,GL20019,USD,Jennifer Bates,5000000,4999520.3,Warehouse,Employee,Germany,+49 6910688132,campbellmurphyandolson@gmail.com,2.79,3,5,4.31,The Eyoyo Mini Wireless Scanner is a compact and portable scanner with fast and accurate scanning performance.,"Specs: 1D/2D scanning, 30 ft range, bluetooth connectivity, rechargeable battery."
Servers & Data Centers,Server,Oracle Server X8-2,I240,,CNT005,171768.8,7/2/2024,7/2/2025,1 years,PO1765,Jaime Crawford,US191,"Campbell, Murphy and Olson",SUP104,2/7/2024,2/12/2024,9,203.32,1829.88,CC165,GL20015,USD,April Snyder,5000000,4999585.55,Finance,Employee,Germany,+49 6910688132,campbellmurphyandolson@gmail.com,2.79,3,5,4.31,"The Oracle Server X8-2 is a powerful server with advanced performance and scalability, ideal for database and enterprise applications.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, Oracle Solaris OS support."
Robotics,Industrial Robot,FANUC M-20iA,I173,,CNT012,3271033.96,7/2/2024,7/2/2025,1 years,PO1766,Sue Fleming,US117,Clark-Roberts,SUP111,1/31/2024,2/1/2024,20,87.68,1753.6,CC167,GL20017,USD,Jennifer Bates,80000,78191.4,Warehouse,Employee,Germany,+49 2606446484,clark-roberts@gmail.com,4.78,9,12,3.9,"The FANUC M-20iA is a versatile industrial robot with a high payload and advanced motion control, ideal for a variety of manufacturing processes.","Specs: 20 kg payload, 1.8 m reach, IP67 protection, floor-mounted."
Navigation & Tracking,GPS Tracking Device,Bouncie GPS Car Tracker,I188,,CNT005,215110.44,7/2/2024,7/2/2026,2 years,PO1767,April Brown,US181,"Campbell, Murphy and Olson",SUP104,2/10/2024,3/3/2024,20,296.86,5937.2,CC192,GL20042,USD,Janice Johnston,1500000,1499536.2,Production,Employee,Germany,+49 6910688132,campbellmurphyandolson@gmail.com,2.79,3,5,4.31,"The Bouncie GPS Car Tracker provides real-time tracking with driving insights and roadside assistance, ideal for vehicle monitoring.","Specs: Real-time tracking, driving insights, roadside assistance, geofencing."
Servers & Data Centers,Server,Supermicro SuperServer 1029P-WTR,I237,,CNT014,222491.46,7/2/2024,7/2/2027,3 years,PO1768,Peter Garza,US108,Roberts-Ferguson,SUP113,1/5/2024,1/9/2024,9,90.8,817.2,CC189,GL20039,USD,Robin Lopez,5000000,4999528.31,Assembly,Procurement Manager,Australia,+61 4783872417,roberts-ferguson@gmail.com,4.74,5,9,1.32,"The Supermicro SuperServer 1029P-WTR is a high-performance server with advanced cooling and storage options, perfect for demanding applications.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, up to 10 NVMe drives."
Servers & Data Centers,Server,Huawei FusionServer 2288H V5,I239,,CNT009,6522.18,7/2/2024,7/2/2026,2 years,PO1769,Steven Steele,US168,Hughes-Baker,SUP108,2/3/2024,2/14/2024,1,56.86,56.86,CC173,GL20023,USD,Jennifer Bates,5000000,4999919.24,Warehouse,Department Head,France,+33 7293335685,hughes-baker@gmail.com,2.16,5,9,4.49,"The Huawei FusionServer 2288H V5 is a high-performance server with advanced features and flexible storage options, designed for data centers.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, up to 10 NVMe drives."
Power Backup,Generator,Firman W03083,I170,,CNT013,734723.27,7/2/2024,7/2/2026,2 years,PO1770,Christine Decker,US121,Lewis-Williams,SUP112,4/23/2024,5/6/2024,9,80.05,720.45,CC190,GL20040,USD,Janice Johnston,100000,99142.84,Production,Employee,Brazil,+55 7452780962,lewis-williams@gmail.com,3.33,7,9,2.51,"The Firman W03083 is a versatile inverter generator with 3300 starting watts and 3000 running watts, featuring remote start capabilities.","Specs: 171 cc engine, 9-hour run time, 94 lbs, remote start."
Photography Equipment,Digital Camera,Canon EOS R5,I202,,CNT012,40028,7/2/2024,7/2/2026,2 years,PO1771,Michael Richmond,US143,Clark-Roberts,SUP111,3/19/2024,3/27/2024,3,119.16,357.48,CC154,GL20004,USD,Kimberly Maynard,1500000,1499799.93,Maintenance,Department Head,Germany,+49 2606446484,clark-roberts@gmail.com,4.78,9,12,3.9,The Canon EOS R5 is a high-performance mirrorless camera with 45MP resolution and 8K video recording capabilities.,"Specs: 45MP full-frame sensor, 8K video, 20fps burst, 5.76M-dot EVF."
Robotics,Industrial Robot,Stäubli TX2-90,I179,,CNT004,2916,7/2/2024,7/2/2027,3 years,PO1772,David Herrera,US193,Brown and Sons,SUP103,4/7/2024,4/11/2024,5,219.87,1099.35,CC175,GL20025,USD,Sean Green,80000,79946,Marketing,Procurement Manager,UK,+44 6013776014,brownandsons@gmail.com,3.16,8,12,4.27,"The Stäubli TX2-90 is a versatile industrial robot with a 20 kg payload and high precision, designed for complex automation tasks.","Specs: 20 kg payload, 1.2 m reach, IP67 protection, floor-mounted."
Scanning Devices,Barcode Scanner,Inateck BCST-60,I197,,CNT001,18409.06,7/2/2024,7/2/2027,3 years,PO1773,Larry Patton,US189,"Taylor, Smith and Co",SUP100,2/2/2024,2/6/2024,2,96.64,193.28,CC153,GL20003,USD,Kimberly Maynard,5000000,4999864.32,Maintenance,Employee,Brazil,+55 4551244952,taylorsmithandco@gmail.com,2.91,9,12,1.86,The Inateck BCST-60 is a Bluetooth barcode scanner with long battery life and reliable scanning performance.,"Specs: 1D/2D scanning, 30 ft range, bluetooth connectivity, 24-hour battery."
Audio Equipment,Sound System,QSC K12.2,I215,,CNT001,184.96,7/2/2024,7/2/2026,2 years,PO1774,Tammy Foster,US111,"Taylor, Smith and Co",SUP100,5/3/2024,5/16/2024,1,87.45,87.45,CC179,GL20029,USD,Sean Green,5000000,4999986.4,Marketing,Procurement Manager,Brazil,+55 4551244952,taylorsmithandco@gmail.com,2.91,9,12,1.86,"The QSC K12.2 is a powerful active speaker with advanced DSP and high output, suitable for professional audio applications.","Specs: 1000W power, 12-inch woofer, 2-way active speaker, DSP processing."
Photography Equipment,Digital Camera,Panasonic Lumix GH5,I206,,CNT011,800810.21,7/2/2024,7/2/2027,3 years,PO1775,Sue Fleming,US117,Gonzalez Inc,SUP110,1/6/2024,1/16/2024,14,87.59,1226.26,CC170,GL20020,USD,Jennifer Bates,1500000,1499105.12,Warehouse,Employee,Brazil,+55 6704278326,gonzalezinc@gmail.com,3.27,9,13,3.88,"The Panasonic Lumix GH5 is a mirrorless camera with a 20.3MP sensor and 4K video recording, ideal for professional video production.","Specs: 20.3MP Micro Four Thirds sensor, 4K 60p video, 12fps burst, 5-axis IBIS."
Navigation & Tracking,GPS Tracking Device,Tile Pro,I186,,CNT004,32191.54,7/2/2024,7/2/2025,1 years,PO1776,Elizabeth Hunter,US115,Brown and Sons,SUP103,1/28/2024,2/16/2024,2,244.95,489.9,CC176,GL20026,USD,Sean Green,1500000,1499820.58,Marketing,Employee,UK,+44 6013776014,brownandsons@gmail.com,3.16,8,12,4.27,"The Tile Pro is a Bluetooth tracker with a loud ring and long-range, perfect for keeping track of personal items.","Specs: 400 ft range, 1-year battery, loud 119 dB ring, iOS/Android app."
HVAC Systems,Air Conditioning Unit,Mitsubishi Electric MFZ-KJ09NA,I227,,CNT013,300260.16,7/2/2024,7/2/2025,1 years,PO1777,Mrs. Tiffany Ho,US163,Lewis-Williams,SUP112,1/22/2024,2/7/2024,7,58.79,411.53,CC172,GL20022,USD,Jennifer Bates,1500000,1499452.04,Warehouse,Procurement Manager,Brazil,+55 7452780962,lewis-williams@gmail.com,3.33,7,9,2.51,The Mitsubishi Electric MFZ-KJ09NA is a floor-mounted air conditioning unit with high efficiency and advanced filtration.,"Specs: 9,000 BTU, 24.6 SEER, HEPA air filter, quiet operation."
Audio Equipment,Sound System,RCF EVOX J8,I221,,CNT003,497166.01,7/2/2024,7/2/2027,3 years,PO1778,Mary Gross,US199,Evans Ltd,SUP102,4/28/2024,4/29/2024,11,271.09,2981.99,CC179,GL20029,USD,Sean Green,5000000,4999294.9,Marketing,Department Head,Australia,+61 3792783940,evansltd@gmail.com,4.91,9,11,1.14,"The RCF EVOX J8 is a compact line array speaker system with powerful sound and easy portability, ideal for live performances.","Specs: 1400W power, 8x3.5-inch drivers, DSP processing, lightweight design."
Navigation & Tracking,GPS Tracking Device,Americaloc GL300W,I190,,CNT011,2160429.63,7/2/2024,7/2/2026,2 years,PO1779,Robert May,US157,Gonzalez Inc,SUP110,2/2/2024,3/1/2024,19,165.88,3151.72,CC184,GL20034,USD,Robin Lopez,1500000,1498530.16,Assembly,Employee,Brazil,+55 6704278326,gonzalezinc@gmail.com,3.27,9,13,3.88,"The Americaloc GL300W is a versatile GPS tracker with real-time tracking and extended battery life, ideal for various tracking needs.","Specs: 3-week battery life, real-time updates, geofencing, waterproof IP67."
Power Backup,Generator,Honda EU2200i,I162,,CNT010,132263.14,7/2/2024,7/2/2025,1 years,PO1780,Gloria King,US173,Hill-Lopez,SUP109,3/26/2024,4/25/2024,8,203.43,1627.44,CC174,GL20024,USD,Sean Green,100000,99636.32,Marketing,Procurement Manager,India,+91 3937587667,hill-lopez@gmail.com,2.88,6,11,2.38,"The Honda EU2200i is a portable inverter generator with 2200 watts of power, known for its fuel efficiency and quiet operation.","Specs: 121 cc engine, 8.1-hour run time, 47 lbs, inverter technology."
Servers & Data Centers,Server,Dell PowerEdge R740,I232,,CNT009,3336.22,7/2/2024,7/2/2027,3 years,PO1781,Ryan Green,US103,Hughes-Baker,SUP108,4/5/2024,4/29/2024,2,97.73,195.46,CC181,GL20031,USD,Sean Green,5000000,4999942.24,Marketing,Procurement Manager,France,+33 7293335685,hughes-baker@gmail.com,2.16,5,9,4.49,"The Dell PowerEdge R740 is a powerful server with flexible storage options and advanced performance, ideal for data centers.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, up to 16 NVMe drives."
Navigation & Tracking,GPS Tracking Device,Tracki 2020 Model Mini Tracker,I184,,CNT016,1423.55,7/2/2024,7/2/2025,1 years,PO1782,Nathan Koch,US110,"Gonzalez, Turner and Allen",SUP115,2/5/2024,2/22/2024,1,152.88,152.88,CC176,GL20026,USD,Sean Green,1500000,1499962.27,Marketing,Department Head,China,+86 2265673257,gonzalezturnerandallen@gmail.com,3.37,5,10,1.85,The Tracki 2020 Model Mini Tracker offers real-time GPS tracking with global coverage and compact design.,"Specs: 5-day battery life, global coverage, IP67 rating, compact size."
Navigation & Tracking,GPS Tracking Device,Americaloc GL300W,I190,,CNT010,484750.14,7/2/2024,7/2/2025,1 years,PO1783,Ashley Matthews,US200,Hill-Lopez,SUP109,1/12/2024,1/23/2024,9,171.59,1544.31,CC152,GL20002,USD,Kimberly Maynard,1500000,1499303.76,Maintenance,Department Head,India,+91 3937587667,hill-lopez@gmail.com,2.88,6,11,2.38,"The Americaloc GL300W is a versatile GPS tracker with real-time tracking and extended battery life, ideal for various tracking needs.","Specs: 3-week battery life, real-time updates, geofencing, waterproof IP67."
Navigation & Tracking,GPS Tracking Device,Americaloc GL300W,I190,,CNT016,2393827.84,7/2/2024,7/2/2027,3 years,PO1784,Joseph Lee,US155,"Gonzalez, Turner and Allen",SUP115,6/12/2024,6/22/2024,20,53,1060,CC152,GL20002,USD,Kimberly Maynard,1500000,1498452.8,Maintenance,Procurement Manager,China,+86 2265673257,gonzalezturnerandallen@gmail.com,3.37,5,10,1.85,"The Americaloc GL300W is a versatile GPS tracker with real-time tracking and extended battery life, ideal for various tracking needs.","Specs: 3-week battery life, real-time updates, geofencing, waterproof IP67."
Power Backup,Generator,Champion 100302,I165,,CNT011,311096.22,7/2/2024,7/2/2025,1 years,PO1785,Emily Edwards,US184,Gonzalez Inc,SUP110,1/5/2024,1/14/2024,6,93.75,562.5,CC158,GL20008,USD,April Snyder,100000,99442.24,Finance,Employee,Brazil,+55 6704278326,gonzalezinc@gmail.com,3.27,9,13,3.88,"The Champion 100302 is a dual fuel generator with 4000 starting watts and 3500 running watts, providing reliable power on propane or gasoline.","Specs: 224 cc engine, 14.9-hour run time, 119 lbs, dual fuel capability."
Audio Equipment,Sound System,JBL Professional EON ONE,I213,,CNT006,514375.84,7/2/2024,7/2/2027,3 years,PO1786,Bobby White,US188,"Parker, Clark and Peterson",SUP105,3/19/2024,4/2/2024,10,71.43,714.3,CC179,GL20029,USD,Sean Green,5000000,4999282.8,Marketing,Department Head,UK,+44 2531987928,parkerclarkandpeterson@gmail.com,4.79,9,10,3.2,"The JBL Professional EON ONE is an all-in-one sound system with a built-in mixer and Bluetooth streaming, ideal for live performances.","Specs: 380W power, 7-channel mixer, Bluetooth streaming, 10-inch woofer."
Power Backup,Generator,Honda EU2200i,I162,,CNT008,405055.87,7/2/2024,7/2/2027,3 years,PO1787,Andre Glenn,US109,Martin-White,SUP107,3/27/2024,4/26/2024,14,173.15,2424.1,CC182,GL20032,USD,Robin Lopez,100000,99363.56,Assembly,Employee,China,+86 6305666875,martin-white@gmail.com,2.16,10,15,4.22,"The Honda EU2200i is a portable inverter generator with 2200 watts of power, known for its fuel efficiency and quiet operation.","Specs: 121 cc engine, 8.1-hour run time, 47 lbs, inverter technology."
HVAC Systems,Air Conditioning Unit,Haier ESAQ406T,I228,,CNT011,2643941.04,7/2/2024,7/2/2025,1 years,PO1788,Kyle Evans,US146,Gonzalez Inc,SUP110,3/2/2024,4/1/2024,19,165.31,3140.89,CC172,GL20022,USD,Jennifer Bates,1500000,1498373.98,Warehouse,Department Head,Brazil,+55 6704278326,gonzalezinc@gmail.com,3.27,9,13,3.88,The Haier ESAQ406T is a quiet window air conditioner with 6050 BTU cooling capacity and energy-saving features.,"Specs: 6,050 BTU, 11.2 EER, energy saver mode, remote control."
Servers & Data Centers,Server,HPE ProLiant DL380 Gen10,I233,,CNT006,379111.12,7/2/2024,7/2/2026,2 years,PO1789,Vincent Graham,US114,"Parker, Clark and Peterson",SUP105,3/20/2024,3/26/2024,14,110.1,1541.4,CC165,GL20015,USD,April Snyder,5000000,4999384.28,Finance,Department Head,UK,+44 2531987928,parkerclarkandpeterson@gmail.com,4.79,9,10,3.2,"The HPE ProLiant DL380 Gen10 is a versatile server with high performance and advanced security features, perfect for enterprise applications.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, HPE Silicon Root of Trust."
Power Backup,Generator,Briggs & Stratton P4500,I166,,CNT008,1211.74,7/2/2024,7/2/2025,1 years,PO1790,Alexandra Perry,US138,Martin-White,SUP107,1/7/2024,1/17/2024,1,120.41,120.41,CC158,GL20008,USD,April Snyder,100000,99965.19,Finance,Employee,China,+86 6305666875,martin-white@gmail.com,2.16,10,15,4.22,"The Briggs & Stratton P4500 is a versatile inverter generator with 4500 starting watts and 3700 running watts, designed for home backup power.","Specs: 224 cc engine, 16-hour run time, 104 lbs, RV-ready."
Scanning Devices,Barcode Scanner,Tera Pro Series 2D,I201,,CNT008,45037.33,7/2/2024,7/2/2025,1 years,PO1791,Jennifer Benson,US192,Martin-White,SUP107,5/16/2024,5/25/2024,3,225.1,675.3,CC161,GL20011,USD,April Snyder,5000000,4999787.78,Finance,Procurement Manager,China,+86 6305666875,martin-white@gmail.com,2.16,10,15,4.22,The Tera Pro Series 2D is an advanced barcode scanner with high-speed scanning and wide compatibility.,"Specs: 1D/2D scanning, 50 ft range, IP65 rating, 2000 scans/second."
Photography Equipment,Digital Camera,GoPro HERO9 Black,I210,,CNT016,99036.09,7/2/2024,7/2/2026,2 years,PO1792,Wanda Davis,US123,"Gonzalez, Turner and Allen",SUP115,5/18/2024,6/2/2024,10,175.9,1759,CC178,GL20028,USD,Sean Green,1500000,1499685.3,Marketing,Department Head,China,+86 2265673257,gonzalezturnerandallen@gmail.com,3.37,5,10,1.85,"The GoPro HERO9 Black is a versatile action camera with 5K video recording and advanced stabilization, ideal for adventure photography.","Specs: 20MP sensor, 5K video, HyperSmooth 3.0 stabilization, waterproof up to 10m."
Robotics,Industrial Robot,ABB IRB 6700,I172,,CNT015,146023.34,7/2/2024,7/2/2027,3 years,PO1793,Jack Edwards,US145,Scott-Morse,SUP114,1/10/2024,1/26/2024,7,191.14,1337.98,CC159,GL20009,USD,April Snyder,80000,79617.87,Finance,Employee,Canada,+1 2910344694,scott-morse@gmail.com,3.18,10,13,2.57,"The ABB IRB 6700 is an industrial robot with high payload capacity and precision, suitable for heavy-duty applications.","Specs: 235 kg payload, 3.2 m reach, IP67 protection, floor-mounted."
Photography Equipment,Digital Camera,Canon EOS R5,I202,,CNT006,284643.59,7/2/2024,7/2/2027,3 years,PO1794,Jesus Watkins,US144,"Parker, Clark and Peterson",SUP105,2/16/2024,3/16/2024,8,225.35,1802.8,CC194,GL20044,USD,Janice Johnston,1500000,1499466.48,Production,Department Head,UK,+44 2531987928,parkerclarkandpeterson@gmail.com,4.79,9,10,3.2,The Canon EOS R5 is a high-performance mirrorless camera with 45MP resolution and 8K video recording capabilities.,"Specs: 45MP full-frame sensor, 8K video, 20fps burst, 5.76M-dot EVF."
Robotics,Industrial Robot,Yaskawa Motoman MH24,I175,,CNT008,420604.13,7/2/2024,7/2/2026,2 years,PO1795,Alicia Gilbert,US139,Martin-White,SUP107,3/19/2024,3/29/2024,18,226.5,4077,CC191,GL20041,USD,Janice Johnston,80000,79351.46,Production,Department Head,China,+86 6305666875,martin-white@gmail.com,2.16,10,15,4.22,"The Yaskawa Motoman MH24 is a high-performance industrial robot with a 24 kg payload capacity, suitable for welding, handling, and assembly.","Specs: 24 kg payload, 3.1 m reach, IP67 protection, floor-mounted."
HVAC Systems,Air Conditioning Unit,Friedrich Chill Premier,I229,,CNT003,144765.03,7/2/2024,7/2/2025,1 years,PO1796,Donna Patrick,US167,Evans Ltd,SUP102,1/8/2024,1/9/2024,16,56.42,902.72,CC164,GL20014,USD,April Snyder,1500000,1499619.52,Finance,Employee,Australia,+61 3792783940,evansltd@gmail.com,4.91,9,11,1.14,The Friedrich Chill Premier is a smart window air conditioner with Wi-Fi connectivity and 8000 BTU cooling capacity.,"Specs: 8,000 BTU, Wi-Fi enabled, energy-saving mode, remote access."
Servers & Data Centers,Server,Cisco UCS C220 M5,I235,,CNT004,356946.5,7/2/2024,7/2/2027,3 years,PO1797,Mary Clay,US198,Brown and Sons,SUP103,3/18/2024,4/2/2024,7,232.63,1628.41,CC165,GL20015,USD,April Snyder,5000000,4999402.55,Finance,Department Head,UK,+44 6013776014,brownandsons@gmail.com,3.16,8,12,4.27,"The Cisco UCS C220 M5 is a rack server with high performance and scalability, ideal for various data center workloads.","Specs: Up to 2x Intel Xeon Scalable CPUs, 24 DDR4 DIMM slots, Cisco UCS Manager integration."
